Source,Target,Type,Id,Label,Weight,attribute,Color
232,2188,Undirected,518,,1,pursuit_organization,"#000000"
369,2188,Undirected,519,,1,pursuit_organization,"#000000"
202,2188,Undirected,520,,1,pursuit_organization,"#000000"
44,2188,Undirected,521,,1,pursuit_organization,"#000000"
265,2188,Undirected,522,,1,pursuit_organization,"#000000"
33,2188,Undirected,523,,1,pursuit_organization,"#000000"
199,2188,Undirected,524,,1,pursuit_organization,"#000000"
80,2188,Undirected,525,,1,pursuit_organization,"#000000"
289,2001,Undirected,526,,1,pursuit_organization,"#000000"
289,2178,Undirected,527,,1,pursuit_organization,"#000000"
356,2016,Undirected,528,,1,pursuit_organization,"#000000"
356,2001,Undirected,529,,1,pursuit_organization,"#000000"
30,2149,Undirected,530,,1,pursuit_organization,"#000000"
27,2093,Undirected,531,,1,pursuit_organization,"#000000"
27,2068,Undirected,532,,1,pursuit_organization,"#000000"
30,2187,Undirected,533,,1,pursuit_organization,"#000000"
30,2068,Undirected,534,,1,pursuit_organization,"#000000"
357,2190,Undirected,535,,1,pursuit_organization,"#000000"
357,2171,Undirected,536,,1,pursuit_organization,"#000000"
353,2193,Undirected,537,,1,pursuit_organization,"#000000"
82,3019,Undirected,555,,1,pursuit_occupation,"#000000"
79,2012,Undirected,920,,1,study_organization,"#000000"
33,2016,Undirected,921,,1,study_organization,"#000000"
80,2017,Undirected,922,,1,study_organization,"#000000"
81,2056,Undirected,923,,1,study_organization,"#000000"
82,2007,Undirected,924,,1,study_organization,"#000000"
83,2023,Undirected,925,,1,study_organization,"#000000"
76,2024,Undirected,926,,1,study_organization,"#000000"
84,2005,Undirected,927,,1,study_organization,"#000000"
84,2001,Undirected,928,,1,study_organization,"#000000"
85,2008,Undirected,929,,1,study_organization,"#000000"
34,2008,Undirected,930,,1,study_organization,"#000000"
34,2025,Undirected,931,,1,study_organization,"#000000"
87,2028,Undirected,932,,1,study_organization,"#000000"
78,2031,Undirected,933,,1,study_organization,"#000000"
91,2007,Undirected,934,,1,study_organization,"#000000"
98,2031,Undirected,935,,1,study_organization,"#000000"
109,2007,Undirected,936,,1,study_organization,"#000000"
101,2042,Undirected,937,,1,study_organization,"#000000"
94,2061,Undirected,938,,1,study_organization,"#000000"
103,2001,Undirected,939,,1,study_organization,"#000000"
1,2003,Undirected,940,,1,study_organization,"#000000"
105,2001,Undirected,941,,1,study_organization,"#000000"
111,2001,Undirected,942,,1,study_organization,"#000000"
111,2001,Undirected,943,,1,study_organization,"#000000"
95,2001,Undirected,944,,1,study_organization,"#000000"
118,2017,Undirected,945,,1,study_organization,"#000000"
119,2001,Undirected,946,,1,study_organization,"#000000"
122,2064,Undirected,947,,1,study_organization,"#000000"
132,2001,Undirected,948,,1,study_organization,"#000000"
132,2068,Undirected,949,,1,study_organization,"#000000"
142,2071,Undirected,950,,1,study_organization,"#000000"
142,2068,Undirected,951,,1,study_organization,"#000000"
143,2007,Undirected,952,,1,study_organization,"#000000"
126,2001,Undirected,953,,1,study_organization,"#000000"
118,2068,Undirected,954,,1,study_organization,"#000000"
19,2004,Undirected,955,,1,study_organization,"#000000"
157,2007,Undirected,956,,1,study_organization,"#000000"
155,2007,Undirected,957,,1,study_organization,"#000000"
88,2081,Undirected,958,,1,study_organization,"#000000"
151,2085,Undirected,959,,1,study_organization,"#000000"
151,2086,Undirected,960,,1,study_organization,"#000000"
156,2017,Undirected,961,,1,study_organization,"#000000"
135,2090,Undirected,962,,1,study_organization,"#000000"
147,2031,Undirected,963,,1,study_organization,"#000000"
27,2092,Undirected,964,,1,study_organization,"#000000"
27,2093,Undirected,965,,1,study_organization,"#000000"
164,2095,Undirected,966,,1,study_organization,"#000000"
161,2097,Undirected,967,,1,study_organization,"#000000"
161,2068,Undirected,968,,1,study_organization,"#000000"
178,2016,Undirected,969,,1,study_organization,"#000000"
181,2016,Undirected,970,,1,study_organization,"#000000"
188,2001,Undirected,971,,1,study_organization,"#000000"
185,2109,Undirected,972,,1,study_organization,"#000000"
179,2111,Undirected,973,,1,study_organization,"#000000"
186,2114,Undirected,974,,1,study_organization,"#000000"
187,2114,Undirected,975,,1,study_organization,"#000000"
96,2001,Undirected,976,,1,study_organization,"#000000"
176,2001,Undirected,977,,1,study_organization,"#000000"
176,2068,Undirected,978,,1,study_organization,"#000000"
189,2001,Undirected,979,,1,study_organization,"#000000"
191,2001,Undirected,980,,1,study_organization,"#000000"
191,2117,Undirected,981,,1,study_organization,"#000000"
180,2118,Undirected,982,,1,study_organization,"#000000"
193,2121,Undirected,983,,1,study_organization,"#000000"
184,2007,Undirected,984,,1,study_organization,"#000000"
182,2122,Undirected,985,,1,study_organization,"#000000"
192,2017,Undirected,986,,1,study_organization,"#000000"
175,2123,Undirected,987,,1,study_organization,"#000000"
150,2001,Undirected,988,,1,study_organization,"#000000"
72,2008,Undirected,989,,1,study_organization,"#000000"
128,2001,Undirected,990,,1,study_organization,"#000000"
299,2130,Undirected,991,,1,study_organization,"#000000"
300,2131,Undirected,992,,1,study_organization,"#000000"
303,2061,Undirected,993,,1,study_organization,"#000000"
298,2017,Undirected,994,,1,study_organization,"#000000"
301,2001,Undirected,995,,1,study_organization,"#000000"
51,2027,Undirected,996,,1,study_organization,"#000000"
304,2007,Undirected,997,,1,study_organization,"#000000"
304,2136,Undirected,998,,1,study_organization,"#000000"
305,2137,Undirected,999,,1,study_organization,"#000000"
22,2007,Undirected,1000,,1,study_organization,"#000000"
306,2016,Undirected,1001,,1,study_organization,"#000000"
318,2143,Undirected,1002,,1,study_organization,"#000000"
307,2001,Undirected,1003,,1,study_organization,"#000000"
308,2146,Undirected,1004,,1,study_organization,"#000000"
310,2005,Undirected,1005,,1,study_organization,"#000000"
312,2007,Undirected,1006,,1,study_organization,"#000000"
321,2068,Undirected,1007,,1,study_organization,"#000000"
321,2152,Undirected,1008,,1,study_organization,"#000000"
322,2001,Undirected,1009,,1,study_organization,"#000000"
324,2007,Undirected,1010,,1,study_organization,"#000000"
326,2118,Undirected,1011,,1,study_organization,"#000000"
325,2007,Undirected,1012,,1,study_organization,"#000000"
327,2160,Undirected,1013,,1,study_organization,"#000000"
330,2001,Undirected,1014,,1,study_organization,"#000000"
332,2164,Undirected,1015,,1,study_organization,"#000000"
337,2016,Undirected,1016,,1,study_organization,"#000000"
3,2004,Undirected,1017,,1,study_organization,"#000000"
276,2169,Undirected,1018,,1,study_organization,"#000000"
5,2172,Undirected,1019,,1,study_organization,"#000000"
354,2143,Undirected,1020,,1,study_organization,"#000000"
355,2177,Undirected,1021,,1,study_organization,"#000000"
34,2027,Undirected,1022,,1,study_organization,"#000000"
97,2007,Undirected,1023,,1,study_organization,"#000000"
47,2184,Undirected,1024,,1,study_organization,"#000000"
360,2001,Undirected,1025,,1,study_organization,"#000000"
352,2086,Undirected,1026,,1,study_organization,"#000000"
351,2187,Undirected,1027,,1,study_organization,"#000000"
289,2007,Undirected,1028,,1,study_organization,"#000000"
356,2129,Undirected,1029,,1,study_organization,"#000000"
30,2189,Undirected,1030,,1,study_organization,"#000000"
30,2068,Undirected,1031,,1,study_organization,"#000000"
357,2190,Undirected,1032,,1,study_organization,"#000000"
19,2191,Undirected,1033,,1,study_organization,"#000000"
58,2191,Undirected,1034,,1,study_organization,"#000000"
353,2029,Undirected,1035,,1,study_organization,"#000000"
353,2192,Undirected,1036,,1,study_organization,"#000000"
350,2194,Undirected,1037,,1,study_organization,"#000000"
350,2195,Undirected,1038,,1,study_organization,"#000000"
350,2068,Undirected,1039,,1,study_organization,"#000000"
1,6031,Undirected,1234,,1,event_participation,"#000000"
33,6031,Undirected,1235,,1,event_participation,"#000000"
33,6032,Undirected,1566,,1,event_participation,"#000000"
197,6032,Undirected,1567,,1,event_participation,"#000000"
204,6033,Undirected,1568,,1,event_participation,"#000000"
78,6033,Undirected,1569,,1,event_participation,"#000000"
205,6033,Undirected,1570,,1,event_participation,"#000000"
178,6033,Undirected,1571,,1,event_participation,"#000000"
206,6033,Undirected,1572,,1,event_participation,"#000000"
207,6033,Undirected,1573,,1,event_participation,"#000000"
208,6033,Undirected,1574,,1,event_participation,"#000000"
209,6033,Undirected,1575,,1,event_participation,"#000000"
98,6033,Undirected,1576,,1,event_participation,"#000000"
210,6033,Undirected,1577,,1,event_participation,"#000000"
211,6033,Undirected,1578,,1,event_participation,"#000000"
212,6033,Undirected,1579,,1,event_participation,"#000000"
213,6033,Undirected,1580,,1,event_participation,"#000000"
246,6034,Undirected,1581,,1,event_participation,"#000000"
247,6034,Undirected,1582,,1,event_participation,"#000000"
248,6034,Undirected,1583,,1,event_participation,"#000000"
1,6034,Undirected,1584,,1,event_participation,"#000000"
249,6034,Undirected,1585,,1,event_participation,"#000000"
78,6034,Undirected,1586,,1,event_participation,"#000000"
248,6035,Undirected,1587,,1,event_participation,"#000000"
250,6035,Undirected,1588,,1,event_participation,"#000000"
251,6035,Undirected,1589,,1,event_participation,"#000000"
252,6035,Undirected,1590,,1,event_participation,"#000000"
253,6035,Undirected,1591,,1,event_participation,"#000000"
254,6035,Undirected,1592,,1,event_participation,"#000000"
78,6036,Undirected,1593,,1,event_participation,"#000000"
182,6036,Undirected,1594,,1,event_participation,"#000000"
255,6036,Undirected,1595,,1,event_participation,"#000000"
256,6036,Undirected,1596,,1,event_participation,"#000000"
257,6036,Undirected,1597,,1,event_participation,"#000000"
258,6036,Undirected,1598,,1,event_participation,"#000000"
259,6036,Undirected,1599,,1,event_participation,"#000000"
260,6036,Undirected,1600,,1,event_participation,"#000000"
123,6034,Undirected,1601,,1,event_participation,"#000000"
123,6037,Undirected,1602,,1,event_participation,"#000000"
261,6037,Undirected,1603,,1,event_participation,"#000000"
262,6037,Undirected,1604,,1,event_participation,"#000000"
47,6037,Undirected,1605,,1,event_participation,"#000000"
263,6037,Undirected,1606,,1,event_participation,"#000000"
264,6037,Undirected,1607,,1,event_participation,"#000000"
78,6037,Undirected,1608,,1,event_participation,"#000000"
265,6037,Undirected,1609,,1,event_participation,"#000000"
87,6044,Undirected,1610,,1,event_participation,"#000000"
204,6044,Undirected,1611,,1,event_participation,"#000000"
78,6044,Undirected,1612,,1,event_participation,"#000000"
98,6044,Undirected,1613,,1,event_participation,"#000000"
1,6048,Undirected,1614,,1,event_participation,"#000000"
83,6031,Undirected,1615,,1,event_participation,"#000000"
176,6048,Undirected,1710,,1,event_participation,"#000000"
276,6048,Undirected,1711,,1,event_participation,"#000000"
322,6048,Undirected,1712,,1,event_participation,"#000000"
343,6048,Undirected,1713,,1,event_participation,"#000000"
346,6048,Undirected,1714,,1,event_participation,"#000000"
84,6048,Undirected,1715,,1,event_participation,"#000000"
72,6048,Undirected,1716,,1,event_participation,"#000000"
96,6048,Undirected,1717,,1,event_participation,"#000000"
27,6048,Undirected,1718,,1,event_participation,"#000000"
345,6048,Undirected,1719,,1,event_participation,"#000000"
344,6048,Undirected,1720,,1,event_participation,"#000000"
118,6048,Undirected,1721,,1,event_participation,"#000000"
232,6031,Undirected,1722,,1,event_participation,"#000000"
178,6031,Undirected,1723,,1,event_participation,"#000000"
34,6031,Undirected,1724,,1,event_participation,"#000000"
6,6031,Undirected,1725,,1,event_participation,"#000000"
44,6031,Undirected,1726,,1,event_participation,"#000000"
78,6031,Undirected,1727,,1,event_participation,"#000000"
87,6031,Undirected,1782,,1,event_participation,"#000000"
233,6031,Undirected,1783,,1,event_participation,"#000000"
79,6031,Undirected,1784,,1,event_participation,"#000000"
234,6031,Undirected,1785,,1,event_participation,"#000000"
330,6048,Undirected,1786,,1,event_participation,"#000000"
80,6050,Undirected,1787,,1,event_participation,"#000000"
6,6050,Undirected,1788,,1,event_participation,"#000000"
44,6050,Undirected,1789,,1,event_participation,"#000000"
33,6050,Undirected,1790,,1,event_participation,"#000000"
236,6050,Undirected,1791,,1,event_participation,"#000000"
74,6050,Undirected,1792,,1,event_participation,"#000000"
34,6050,Undirected,1793,,1,event_participation,"#000000"
